reaction_id,input_key,reaction_role,identifier_type,value
ord-56b1f4bfeebc4b8ab990b9804e798aa7,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-56b1f4bfeebc4b8ab990b9804e798aa7,amine,REACTANT,SMILES,CC(C)N1CCNCC1
ord-56b1f4bfeebc4b8ab990b9804e798aa7,aryl halide,REACTANT,SMILES,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=C(C=C(C=C3)F)F)C(=O)OCC)Br
ord-56b1f4bfeebc4b8ab990b9804e798aa7,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-56b1f4bfeebc4b8ab990b9804e798aa7,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-56b1f4bfeebc4b8ab990b9804e798aa7,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-56b1f4bfeebc4b8ab990b9804e798aa7,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-1169cbe9fa064a879ac34b2e524a4e69,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-1169cbe9fa064a879ac34b2e524a4e69,Solvent,SOLVENT,SMILES,COC1=CC=CC=C1
ord-1169cbe9fa064a879ac34b2e524a4e69,amine,REACTANT,SMILES,CN1C=NC2=C1C=C(C(=C2F)N)C(=O)OC
ord-1169cbe9fa064a879ac34b2e524a4e69,aryl halide,REACTANT,SMILES,C1=CC=C(C=C1)I
ord-1169cbe9fa064a879ac34b2e524a4e69,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-1169cbe9fa064a879ac34b2e524a4e69,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-1169cbe9fa064a879ac34b2e524a4e69,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-1169cbe9fa064a879ac34b2e524a4e69,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-13992005c22d4673aa802b5e140076e8,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-13992005c22d4673aa802b5e140076e8,Solvent,SOLVENT,SMILES,COC1=CC=CC=C1
ord-13992005c22d4673aa802b5e140076e8,amine,REACTANT,SMILES,CN1C=NC2=C1C=C(C(=C2F)N)C(=O)OC
ord-13992005c22d4673aa802b5e140076e8,aryl halide,REACTANT,SMILES,C1=CC=C(C=C1)I
ord-13992005c22d4673aa802b5e140076e8,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-13992005c22d4673aa802b5e140076e8,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-13992005c22d4673aa802b5e140076e8,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-13992005c22d4673aa802b5e140076e8,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-a36b48917c9942d1a34637511773ee1f,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-a36b48917c9942d1a34637511773ee1f,Solvent,SOLVENT,SMILES,COC1=CC=CC=C1
ord-a36b48917c9942d1a34637511773ee1f,amine,REACTANT,SMILES,CN1C=NC2=C1C=C(C(=C2F)N)C(=O)OC
ord-a36b48917c9942d1a34637511773ee1f,aryl halide,REACTANT,SMILES,C1=CC=C(C=C1)I
ord-a36b48917c9942d1a34637511773ee1f,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-a36b48917c9942d1a34637511773ee1f,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-a36b48917c9942d1a34637511773ee1f,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-a36b48917c9942d1a34637511773ee1f,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-5fc624fd97b7430eafbe8dcc049d170b,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-5fc624fd97b7430eafbe8dcc049d170b,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-5fc624fd97b7430eafbe8dcc049d170b,amine,REACTANT,SMILES,C1=CC(=CC=C1N)S(=O)(=O)N
ord-5fc624fd97b7430eafbe8dcc049d170b,aryl halide,REACTANT,SMILES,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C
ord-5fc624fd97b7430eafbe8dcc049d170b,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-5fc624fd97b7430eafbe8dcc049d170b,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-5fc624fd97b7430eafbe8dcc049d170b,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-5fc624fd97b7430eafbe8dcc049d170b,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-c34e3f2a76e4462999414a169b276944,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-c34e3f2a76e4462999414a169b276944,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-c34e3f2a76e4462999414a169b276944,amine,REACTANT,SMILES,C1=CC(=CC=C1N)S(=O)(=O)N
ord-c34e3f2a76e4462999414a169b276944,aryl halide,REACTANT,SMILES,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C
ord-c34e3f2a76e4462999414a169b276944,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-c34e3f2a76e4462999414a169b276944,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-c34e3f2a76e4462999414a169b276944,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-c34e3f2a76e4462999414a169b276944,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-5853dba403864121802609ae67a6fbe4,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-5853dba403864121802609ae67a6fbe4,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-5853dba403864121802609ae67a6fbe4,amine,REACTANT,SMILES,C1=CC(=CC=C1N)S(=O)(=O)N
ord-5853dba403864121802609ae67a6fbe4,aryl halide,REACTANT,SMILES,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C
ord-5853dba403864121802609ae67a6fbe4,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-5853dba403864121802609ae67a6fbe4,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-5853dba403864121802609ae67a6fbe4,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-5853dba403864121802609ae67a6fbe4,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-0c597cbe4940491092243bda6c97b98c,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-0c597cbe4940491092243bda6c97b98c,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-0c597cbe4940491092243bda6c97b98c,amine,REACTANT,SMILES,C1=CC(=CC=C1N)S(=O)(=O)N
ord-0c597cbe4940491092243bda6c97b98c,aryl halide,REACTANT,SMILES,CC1=NC(=C(C=C1)OC2=CC(=NC=C2)Cl)C
ord-0c597cbe4940491092243bda6c97b98c,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-0c597cbe4940491092243bda6c97b98c,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-0c597cbe4940491092243bda6c97b98c,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-0c597cbe4940491092243bda6c97b98c,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-b3c4a680709749268aeba07b670223ef,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-b3c4a680709749268aeba07b670223ef,amine,REACTANT,SMILES,CC(=O)N1CCNCC1
ord-b3c4a680709749268aeba07b670223ef,aryl halide,REACTANT,SMILES,C1=C(C=NC=C1Br)Br
ord-b3c4a680709749268aeba07b670223ef,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-b3c4a680709749268aeba07b670223ef,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-b3c4a680709749268aeba07b670223ef,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-b3c4a680709749268aeba07b670223ef,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-fa122fe6774f45c5b7a107c1460052d3,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-fa122fe6774f45c5b7a107c1460052d3,Solvent,SOLVENT,SMILES,COCCOC
ord-fa122fe6774f45c5b7a107c1460052d3,amine,REACTANT,SMILES,C1=CC(=CC=C1N)N2C=CN=C2
ord-fa122fe6774f45c5b7a107c1460052d3,aryl halide,REACTANT,SMILES,CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CC=CC=C3
ord-fa122fe6774f45c5b7a107c1460052d3,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-fa122fe6774f45c5b7a107c1460052d3,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-fa122fe6774f45c5b7a107c1460052d3,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-fa122fe6774f45c5b7a107c1460052d3,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-8ce809cf74f44b02a581dcd94f0c1ae0,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-8ce809cf74f44b02a581dcd94f0c1ae0,Solvent,SOLVENT,SMILES,COCCOC
ord-8ce809cf74f44b02a581dcd94f0c1ae0,amine,REACTANT,SMILES,CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC
ord-8ce809cf74f44b02a581dcd94f0c1ae0,aryl halide,REACTANT,SMILES,CC(=O)N1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CN=CC=C3
ord-8ce809cf74f44b02a581dcd94f0c1ae0,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-8ce809cf74f44b02a581dcd94f0c1ae0,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-8ce809cf74f44b02a581dcd94f0c1ae0,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-8ce809cf74f44b02a581dcd94f0c1ae0,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-373fd601db1247b0b18c34bca387c3a4,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-373fd601db1247b0b18c34bca387c3a4,Solvent,SOLVENT,SMILES,COCCOC
ord-373fd601db1247b0b18c34bca387c3a4,amine,REACTANT,SMILES,CC1=CN(C=N1)C2=C(C=C(C=C2)N)OC
ord-373fd601db1247b0b18c34bca387c3a4,aryl halide,REACTANT,SMILES,CN1CC(OC2=C(C1)C=CC(=N2)Cl)C3=CN=CC=C3
ord-373fd601db1247b0b18c34bca387c3a4,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-373fd601db1247b0b18c34bca387c3a4,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-373fd601db1247b0b18c34bca387c3a4,metal and ligand,CATALYST,SMILES,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4
ord-373fd601db1247b0b18c34bca387c3a4,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-79caf81165b848e5b1765189056bb075,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-79caf81165b848e5b1765189056bb075,Solvent,SOLVENT,SMILES,C1COCCO1
ord-79caf81165b848e5b1765189056bb075,amine,REACTANT,SMILES,CC(C)(C)OC(=O)N
ord-79caf81165b848e5b1765189056bb075,aryl halide,REACTANT,SMILES,C1=CN=C(C=C1F)Cl
ord-79caf81165b848e5b1765189056bb075,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-79caf81165b848e5b1765189056bb075,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-79caf81165b848e5b1765189056bb075,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-79caf81165b848e5b1765189056bb075,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-4695ad3979554c448a445867cc030440,Base,REAGENT,SMILES,C1CCC2=NCCCN2CC1
ord-4695ad3979554c448a445867cc030440,Solvent,SOLVENT,SMILES,C1COCCO1
ord-4695ad3979554c448a445867cc030440,amine,REACTANT,SMILES,COC1=C(C=CC(=C1)C=O)N
ord-4695ad3979554c448a445867cc030440,aryl halide,REACTANT,SMILES,C1=CC2=NC=C(N2C=C1)C3=NC(=NC=C3Cl)Cl
ord-4695ad3979554c448a445867cc030440,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-4695ad3979554c448a445867cc030440,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-4695ad3979554c448a445867cc030440,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-4695ad3979554c448a445867cc030440,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd]
ord-56220a6924fb4d7e8ff752a004488872,Base,REAGENT,SMILES,CCC(C)(C)[O-].[Na+]
ord-56220a6924fb4d7e8ff752a004488872,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-56220a6924fb4d7e8ff752a004488872,amine,REACTANT,SMILES,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N
ord-56220a6924fb4d7e8ff752a004488872,aryl halide,REACTANT,SMILES,C1COCCN1CC2=CC(=C(C=C2)Br)F
ord-56220a6924fb4d7e8ff752a004488872,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-56220a6924fb4d7e8ff752a004488872,metal and ligand,CATALYST,SMILES,[Pd]
ord-56220a6924fb4d7e8ff752a004488872,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8
ord-56220a6924fb4d7e8ff752a004488872,metal and ligand,CATALYST,SMILES,[Pd]
ord-b9ea1ddb99074c47af3b567d6c34306c,Base,REAGENT,SMILES,CCC(C)(C)[O-].[Na+]
ord-b9ea1ddb99074c47af3b567d6c34306c,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-b9ea1ddb99074c47af3b567d6c34306c,amine,REACTANT,SMILES,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N
ord-b9ea1ddb99074c47af3b567d6c34306c,aryl halide,REACTANT,SMILES,C1COCCN1CC2=CC(=C(C=C2)Br)F
ord-b9ea1ddb99074c47af3b567d6c34306c,metal and ligand,CATALYST,SMILES,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C
ord-b9ea1ddb99074c47af3b567d6c34306c,metal and ligand,CATALYST,SMILES,[Pd]
ord-b9ea1ddb99074c47af3b567d6c34306c,metal and ligand,CATALYST,SMILES,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C
ord-b9ea1ddb99074c47af3b567d6c34306c,metal and ligand,CATALYST,SMILES,[Pd]
ord-572b233d6c664fada44bd8d3bb48fc2f,Base,REAGENT,SMILES,CCC(C)(C)[O-].[Na+]
ord-572b233d6c664fada44bd8d3bb48fc2f,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-572b233d6c664fada44bd8d3bb48fc2f,amine,REACTANT,SMILES,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N
ord-572b233d6c664fada44bd8d3bb48fc2f,aryl halide,REACTANT,SMILES,C1COCCN1CC2=CC(=C(C=C2)Br)F
ord-572b233d6c664fada44bd8d3bb48fc2f,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
ord-572b233d6c664fada44bd8d3bb48fc2f,metal and ligand,CATALYST,SMILES,[Pd]
ord-572b233d6c664fada44bd8d3bb48fc2f,metal and ligand,CATALYST,SMILES,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
ord-572b233d6c664fada44bd8d3bb48fc2f,metal and ligand,CATALYST,SMILES,[Pd]
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,Base,REAGENT,SMILES,CCC(C)(C)[O-].[Na+]
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,amine,REACTANT,SMILES,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,aryl halide,REACTANT,SMILES,C1COCCN1CC2=CC(=C(C=C2)Br)F
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,metal and ligand,CATALYST,SMILES,[Pd]
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,metal and ligand,CATALYST,SMILES,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe]
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,metal and ligand,CATALYST,SMILES,[Pd]
ord-ea29507936c14849a1aa88403efb7090,Base,REAGENT,SMILES,CCC(C)(C)[O-].[Na+]
ord-ea29507936c14849a1aa88403efb7090,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-ea29507936c14849a1aa88403efb7090,amine,REACTANT,SMILES,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N
ord-ea29507936c14849a1aa88403efb7090,aryl halide,REACTANT,SMILES,C1COCCN1CC2=CC(=C(C=C2)Br)F
ord-ea29507936c14849a1aa88403efb7090,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-ea29507936c14849a1aa88403efb7090,metal and ligand,CATALYST,SMILES,[Pd]
ord-ea29507936c14849a1aa88403efb7090,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-ea29507936c14849a1aa88403efb7090,metal and ligand,CATALYST,SMILES,[Pd]
ord-28a0ca5c779744199b5c278aec8fa826,Base,REAGENT,SMILES,CCC(C)(C)[O-].[Na+]
ord-28a0ca5c779744199b5c278aec8fa826,Solvent,SOLVENT,SMILES,CC1=CC=CC=C1
ord-28a0ca5c779744199b5c278aec8fa826,amine,REACTANT,SMILES,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N
ord-28a0ca5c779744199b5c278aec8fa826,aryl halide,REACTANT,SMILES,C1COCCN1CC2=CC(=C(C=C2)Br)F
ord-28a0ca5c779744199b5c278aec8fa826,metal and ligand,CATALYST,SMILES,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4
ord-28a0ca5c779744199b5c278aec8fa826,metal and ligand,CATALYST,SMILES,[Pd]
ord-28a0ca5c779744199b5c278aec8fa826,metal and ligand,CATALYST,SMILES,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4
ord-28a0ca5c779744199b5c278aec8fa826,metal and ligand,CATALYST,SMILES,[Pd]
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,Solvent,SOLVENT,SMILES,CC(=O)N(C)C
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,amine,REACTANT,SMILES,C1OC2=C(O1)C(=C(C=C2)Cl)N
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,aryl halide,REACTANT,SMILES,CC(=O)NC1=NC=CC(=C1)Cl
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,metal and ligand,CATALYST,SMILES,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,metal and ligand,CATALYST,SMILES,CC(=O)O.CC(=O)O.[Pd]
ord-bc24f3de1ac64e7e96966f7efd955e5c,Base,REAGENT,SMILES,C(=O)([O-])[O-].[Cs+].[Cs+]
